,版名,分類,作者,標題,日期,url,內容,留言,date
10,Stock,其他,fantasy14 (我可以看見嗎),[其他] 鐘南山：已有幾種藥物準備用於臨床,2020-01-25 12:54:33,https://www.ptt.cc/bbs/Stock/M.1579928075.A.AC2.html,"<a href=""https://reurl.cc/al3lK7"" rel=""noreferrer noopener nofollow"" target=""_blank"">https://reurl.cc/al3lK7</a>

鐘南山院士：已有幾種藥物準備用於臨床治療 「目前，疫情在全國還不算爆發，但切不
可掉以輕心，最有效的防控手段就是早發現、早 隔離。儘可能減少傳播，傳播的病人越
少，出現「超級傳播者」的幾率就減少。」1月24 日是大年三十，但是，對於再次臨危受
命出任國家衛健委高級別專家組組長的鐘南山院士 而言，這只是連日來輾轉奔波中的又
一個忙碌工作日。當天上午，在廣州醫科大學附屬第 一醫院新住院大樓23樓負壓病房區
，廣州日報全媒體記者見到了一大早就來到醫院的鐘南 山。他戴著口罩，神情有些許疲
憊，白大褂裡邊穿的，恰好是他1月18日連夜奔赴武漢的 那套衣服。談及備受關注的武漢
新型冠狀病毒肺炎的治療，他說，目前，已有幾種已確認 安全性的藥物準備用於臨床治
療，但具體療效還需進一步觀察。他呼籲大家春節期間注意 防護，安全過年，「健康年
才是幸福年」。 一大早，鐘南山院士就來到位於廣醫一院的辦公室工作。通訊員蘇越明
攝 關於疫情：誰都不敢保證不會出來一個超級傳播者 截至1月24日12時，全國共確診新
型冠狀病毒肺炎876例，死亡26例。疫情是否會蔓延、病 例是否會繼續大規模增加，成為
公眾最為關心的問題。 「到目前為止，疫情在全國還不算暴發，沒有出現非常明顯的連
鎖反應，只要控制住這個 就好辦。」鐘南山說，武漢通報疫情後，廣州迅速啟動了防控
措施，衛生、交通、機場、 海關等部門加強了針對性健康監測，各客運站、地鐵站啟動
了體溫檢測，制定了公共交通 工具防控工作指引，並對來自湖北的反向人口流動進行了
排查。「廣州很多防控措施走在 了全國前面，這很好，但是，仍然不可掉以輕心，仍然
要非常小心，因為誰都不敢保證不 會出來一個超級傳播者。」 鐘南山強調，目前最有效
的防控手段就是早發現早隔離。「發現了，就隔離！

只要新型冠 狀病毒感染者及時被隔離，後期病人就會少很多。」他說，要儘可能減少傳
播，傳播的病 人越少，出現「超級傳播者」的幾率就減少。 關於治療：已有幾種藥物準
備用於臨床治療 鐘南山所在的廣州醫科大學附屬第一醫院是新型冠狀病毒肺炎治療的指
定醫院之一。1月 17日，該院就啟動了醫院收治與防控工作部署，成立醫院防控工作領導
小組，位於新住院 大樓23樓、用於收治新型冠狀病毒肺炎患者的負壓病房也在第一時間
準備就緒。 關於新型冠狀病毒肺炎的治療，鐘南山說，廣州各大醫院將實現血樣標本的
數據共享。「 對於患者血液裡病毒載量的發展規律、細胞因子等等，我們都需要有第一
手資料。」他說 ，「患者呼吸道里的病毒載量是多少，經過一段時間後會發生怎樣的變
化？其影像變化又 是怎樣的？把這些問題都弄明白了，很多東西就能夠搞清楚」。

鐘南山表示，目前，已有幾種藥物準備用於臨床治療，「已經確認是安全的，

但具體療效 還需進一步觀察」。

 安全過年：過個健康年，才是幸福年 鐘南山還提及一個從武漢到外地旅遊時發病的病例
，剛開始出現症狀時不願意去醫院就診 ，兩天後發燒嚴重了才去醫院就診。「本來一開
始體溫並不高，拖了兩天時間，病情就嚴 重了」。他呼籲從湖北到外地過年的人員，如
果出現症狀，及時到醫院就診，如果沒有症 狀，最好自我隔離14天。 「我們需要重視防
護，但也不必恐慌。」鐘南山也提醒大家，在春節期間只要注意防護， 就可「安全過年
」。「儘量減少走親訪友，儘量少去人員密集的場所，出門戴口罩，在室 內注意通風，
勤洗手，多運動，少熬夜。健康年才是幸福年。」 最後，他為廣州日報的讀者送上新年
祝福：「祝大家過個健康年，平安年！」

心得: 厲害了 我的國
這麼快就有藥物可以治療了？
也許只是減輕症狀而已
可以對症下藥根治病毒嗎
不過 已經開始臨床進行人體實驗了
不可質疑黨的力量


--
<span class=""f2"">",[],1000
11,Stock,新聞,organize222 (GOGO99),[新聞] 防群聚效應 北京故宮、上海迪士尼都關門,2020-01-25 14:22:28,https://www.ptt.cc/bbs/Stock/M.1579933351.A.16B.html,"
1.原文連結：
<a href=""https://udn.com/news/story/120936/4306065?from=udn-relatednews_ch2"" rel=""noreferrer noopener nofollow"" target=""_blank"">https://udn.com/news/story/120936/4306065?from=udn-relatednews_ch2</a>

2.原文內容：
為了減少人群聚集，上海迪士尼自今日起關閉。包含北京故宮、國家博物館、國家圖書館、地壇公園、龍潭公園、北京動物園、雍和宮春節期關閉。廈門鼓浪嶼，山西平遙古城、南京玄武湖、杭州西湖及廣東廣州塔等，自昨日起關閉。

肺炎的群聚性感染已出現。新發現的天津三例確診病人，同時在天津動車上工作。除湖北外，黑龍江和河北兩省均已出現死亡病例。

繼廣東省宣布啟動重大突發衛生事件1級響應後，湖北、湖南、安徽，上海、北京、重慶與天津等九省市，也因應當疫情形勢嚴峻，啟動重大突發衛生事件1級響應。

為了全力做好新型冠狀病毒感染的肺炎疫情防控工作，武漢將借鑒ＳＡＲＳ期間的北京「小湯山」模式，正在搶建一個新型冠狀病毒肺炎患者收治中心，預計六天內完工，將於二月三日前啟用。

據北京日報報導，該工程由中建三局承接，地點位於武漢蔡甸知音湖武漢職工療養院，預計六天時間完成。報導稱，在多方援助下，各種急缺物資已經備齊。

3.心得/評論：
由
北京市啟動重大突發公共衛生事件一級響應來推想
基本上北上廣已經淪陷
畢竟有5%以上的武漢人逃出武漢
甚至外溢到全世界，可見中國病情很糟
問題來了，去年中國GDP成長保6%
今年呢?
上半年來看，迪士尼關、國家博物館、國家圖書館、地壇公園、龍潭公園、北京動物園
廈門鼓浪嶼，山西平遙古城、南京玄武湖、杭州西湖及廣東廣州塔等，通通關閉
服務業、觀光業看來確定是趴在地上
基本上等於內需趴了

製造業更不用說，通路成本上升以外，也要面臨額外業內疾病造成的成本風險
人力因交通缺乏外，世界工廠之名的勞力更受到直接衝擊
外銷基本確定衰退

內需趴 + 外銷趴

<span class=""f3 hl"">可以確定今年中國一定衰退!!</span>

以上

--
<span class=""f2"">",[],1000
12,Stock,公告,noldorelf (屏東周渝民),[公告] 關於武漢肺炎新聞規範,2020-01-25 15:02:33,https://www.ptt.cc/bbs/Stock/M.1579935755.A.395.html,"各位親愛的板友大家新年快樂

由於武漢肺炎情勢轉變速度過快

使得板面武漢肺炎文章遽增

在此提醒各位

發表新聞還煩請和股票有關

至少文章內容要提及相關的產業或者公司

倘若是單純的疫情新聞

譬如說某某地鐵封閉了之類

則會依據板規4-2-5判定違規

由此篇公告開始後的文章執行判定

之前的一律不朔及既往

謝謝大家


--
<span class=""f2"">",[],1000
13,Stock,公告,noldorelf (屏東周渝民),[公告] Raisto qwxr beta0907 wallace75 水桶,2020-01-25 15:34:11,https://www.ptt.cc/bbs/Stock/M.1579937653.A.19C.html,"主旨：Raisto 違反板規4-2-2，砍文警告一次。
      qwxr 違反板規4-5-1，累進罰則水桶十年。
      beta0907 違反板規4-5-1，累進罰則水桶一個月。
      wallace75 違反板規4-8，水桶一週。

說明：經板友檢舉，Raisto 文章內容股點過低，違反板規4-2-2，水桶一週。
      qwxr 文章中按指原po""丟人現眼""，依據臺中地方法院 108 年易字第 2774 號
      刑事判決屬於公然汙辱言詞，違反板規4-5-1，累進罰則水桶十年。
      beta0907 在多篇閒聊文中推文有引戰嫌疑，尤其是針對空方有強烈言語諷刺，
      違反板規4-5-1，累進罰則水桶一個月。
      wallace75 在推文中指伊朗又被射了兩顆飛彈，與事實不符，有造謠情事，
      違反板規4-8，水桶一週。

1 !  10/05 eyespot      □ [公告] a000209898 Xooooooooooo qwxr 水桶一週
2 !   4/28 eyespot      □ [公告] qwxr hfish1126 水桶一個月

1 !   3/27 eyespot      □ [公告] beta0907 stev200406 水桶一週

具體事證：

<a href=""/bbs/Stock/M.1578988360.A.50D.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">#1U7ND8KD</a>
<span class=""f4 b7""> 作者 </span><span class=""b4""> Raisto (劉大俠)                                           </span><span class=""f4 b7""> 看板 </span><span class=""b4""> Stock </span>
<span class=""f4 b7""> 標題 </span><span class=""b4""> Re: [心得] 慘賠六百萬，換一個價值投資APP的誕生                         </span>
<span class=""f4 b7""> 時間 </span><span class=""b4""> Tue Jan 14 15:52:38 2020                                               </span>
<span class=""f6"">───────────────────────────────────────</span>
<span class=""f2"">※ 引述《Raisto (劉大俠)》之銘言：</span>
<span class=""f6"">: 剛剛看到版友幫忙查詢兆豐金，其APP顯示：</span>
<span class=""f6"">: 『2886偏貴合理26元』</span>
<span class=""f6"">: 我直接開賭注一萬，如果明年（2020）除息前跌到 26，我直接贊助一萬給此APP開發者</span>
。
<span class=""f6"">: 依照我的判斷，接下來兆豐金會遇到不少賣壓，但是價格不容易跌到 28塊錢以下。再</span>
來
<span class=""f6"">: 按照今年的獲利來說，明年配發 1.7左右應該是可預期。</span>
<span class=""f6"">: 所以反推接下來的走勢，</span>
<span class=""f6"">: 1. 年底前，接近填息（31塊錢），會遇上賣壓。</span>
<span class=""f6"">: 2. 年初一月十號，金控 2019年獲利出爐，開始漲。</span>
<span class=""f6"">: 3. 董事會股利政策出爐，除權前過前高 32，此價格會遇上賣壓。</span>
<span class=""f6"">: 總之，26塊錢兆豐金？難歐。</span>

早就說一月十號後，開始漲。

樸實無華且枯燥啊......

<a href=""https://i.imgur.com/FDJq6bI.jpg"" rel=""noreferrer noopener nofollow"" target=""_blank"">https://i.imgur.com/FDJq6bI.jpg</a>
<div class=""richcontent""><img alt="""" loading=""lazy"" src=""https://cache.ptt.cc/c/https/i.imgur.com/FDJq6bIl.jpg?e=1675412714&amp;s=RMAw-1KK2mnyGpSDlCe8zw""/></div>

--
<span class=""f2"">",[],1000
14,Stock,標的,Baraclude (HH),[標的] 康聯 4144,2020-01-25 19:42:37,https://www.ptt.cc/bbs/Stock/M.1579952559.A.1F6.html,"-------------------------------------------------------------------------
1.發文前請先詳閱[標的]分類發文規範，未依規範發文將受處份。
2.發標的文未充實內文，多空理由不充實者，板規1-1-5或4-4處份
3.進退場機制若非長期投資，請輸入停損價，否則依板規1-1-6處份
4.若為長期投資，但無充份分析理由，將依板規1-1-5處份
4.請依格式輸入內容，未依格式者板規1-1-2砍文處份。
5.分類選填請益或心得者，進退場機制得刪去。
---------------------按ctrl+y可刪除以上內容。----------------------------

1. 標的：康聯 4144

2. 分類：多

3. 分析/正文：
康聯(4144)有投資一家上海仁度生物IVD檢驗試劑公司，持股比例8.33%，“2019-nCoV是
一种RNA病毒，仁度生物作为一家专门从事RNA诊断试剂研发和销售的公司，己成功研制出
新型冠状病毒(2019-nCoV)核酸检测试剂盒，能够快速准确的从呼吸道标本中检出病毒，
识别早期感染。”
連結：<a href=""http://www.rdbio.com/gongsidongtai/113.html"" rel=""noreferrer noopener nofollow"" target=""_blank"">http://www.rdbio.com/gongsidongtai/113.html</a>

4. 進退場機制：(非長期投資者，必須有停損機制)
武漢肺炎持續發燒，到達封城等級的肯定不是像官方1370例，需要大量的肺炎篩檢試劑。

--
<span class=""f2"">",[],1000
15,Stock,其他,KKlin813 (山下製酒),[其他] 閒聊防疫、保健食品概念股,2020-01-25 20:22:56,https://www.ptt.cc/bbs/Stock/M.1579954980.A.50C.html,"台股1/20(一)封關至今1/25(六)第5天
台灣1/21(二)宣布確診第一例
距離開盤1/30(四)還有5天
老實說擔心開市那天崩盤之餘
順便做一下防疫概念股的功課

根據目前親身購買物品的田野調查，
購物籃裡的商品有口罩、酒精擦、乾洗手、維他命C、漂白水。
此外，由於這幾天溫度偏高，不是疫情好發期，
但重點在於接下來的變天，
根據氣象報導農曆初四那天會降到10度C以下，
屆時才會是病毒成長劇烈時期，
這兩天去走春，還是一堆人不戴口罩，
還是一堆人刮刮樂拿著桌上未消毒的木棒，
外加大量的現金交易，是傳染的隱形途徑。
以此為點發散整理的相關概念股。

口罩概念股
康那香 (9919):不織布、濕紙巾。
恆大 (1325):不織布。
南六 (6504):PP不織布。
美德醫療-DR (9103):口罩生產。

消毒清潔概念股
毛寶 (1732):化工類 消毒家庭清潔。
花仙子 (1730):消毒清潔。

保健食品、藥品概念股
中化生 (1762):原料藥廠。
天良 (4127):保健食品，進口中藥、西藥。
神隆 (1789):原料藥廠。
泰博 (4736):醫療相關產品、快篩試紙。
晟德 (4123):一般用藥。
美吾華 (1731):保健食品。
葡萄王 (1707):保健食品。

疫苗概念股
國光 (4142):流感疫苗跟非流感疫苗。


武漢概念股-面板
友達 (2409)
群創 (3481)

宅在家，沒四千萬別出門概念股
鈊象 (3293):線上遊戲。
橘子 (6180):遊戲銷售。



以上是目前聯想到的相關個股。

--
<span class=""f2"">",[],1000
16,Stock,其他,z520314 (知足常樂 多貪則憂),Re: [其他] 閒聊防疫、保健食品概念股,2020-01-25 21:09:31,https://www.ptt.cc/bbs/Stock/M.1579957773.A.EA3.html,"這類股票其實要追高的建議三思

這類股票根本在玩鬼抓人，看誰是最後一隻老鼠

有興趣購買的建議去看看2003年左右的財報

當時SARS的確也漲不少，但就是消息面的上漲

基本面根本沒多賺多少，幾乎可以說是持平

如果在波段有賺到的恭喜

但也先思考一下，別當最後一隻老鼠

萬一當了最後一隻要套多久都不知道

--
<span class=""f2"">",[],1000
17,Stock,請益,su35l3ji3 (lazyday),[請益] 肺炎會不會影響到5G進展？,2020-01-25 22:25:55,https://www.ptt.cc/bbs/Stock/M.1579962357.A.D42.html,"2020不少人覺得是5G元年，其中更看好中國的5G建置

雖然5G建置成本高

但是中國官方會為了搶全球的5G領先地位，而不惜成本補貼

但是現在突然殺出個武漢肺炎，中國看起來國內已經雞飛狗跳的

中國政府還會有資源去發展5G嗎？

如果疫情搞到中國5G建設因此遞延，這對全球的科技產業會有多大影響？

--
<span class=""f2"">",[],1000
18,Stock,新聞,amego2017 (),[新聞] 華爾街日報：美將派包機赴武漢撤離公民和,2020-01-25 23:03:25,https://www.ptt.cc/bbs/Stock/M.1579964607.A.5FD.html,"
1.原文連結：

<a href=""https://www.cna.com.tw/news/acn/202001250156.aspx"" rel=""noreferrer noopener nofollow"" target=""_blank"">https://www.cna.com.tw/news/acn/202001250156.aspx</a>

2.原文內容：

華爾街日報：美將派包機赴武漢撤離公民和外交官

最新更新：2020/01/25 20:22

（中央社上海25日綜合外電報導）「華爾街日報」報導，了解內情的人士透露，美國政府
正在安排一架撤僑包機前往武漢，撤離當地的美國公民和外交官，送回美國。新型冠狀病
毒引發肺炎疫情，武漢情況最為嚴重。

2019新型冠狀病毒（2019-nCoV）肺炎於去年12月在湖北省首府武漢爆發，疫情逐漸蔓延
，武漢自昨天起封城，機場、火車站等離開當地的通道暫時關閉。

中國境內的武漢肺炎確診病例已上升到1356例，其中41例死亡。在各省區中，疫情起源地
的湖北省確診病例已增加到729例，其中39例死亡。

這位人士表示，目前據信有大約1000名美國公民在武漢，當地的美國總領事館正和他們聯
絡，安排他們的機位。

他又說，美國政府近日與中國外交部和其他政府機關協商後，獲同意採取這項行動，這架
包機可運送約230人，將包括美國外交人員以及美國公民和家屬。

他表示，機上將有美國醫療人員，以確保若有人感染新型冠狀病毒，將能獲得妥善照顧，
不會散播病毒。

這位人士也表示，美國計畫暫時關閉駐武漢總領事館。他又說，若是還有多的機位，也可
能提供非美國公民搭乘，包括其他國家的外交人員。

華爾街日報報導，其他國家的政府也在與中國當局協商，希望仿照美中同意的這項作法，
安排飛機接運僑民。

法國外交部稍早發布聲明表示，法國駐武漢總領事館已通知在武漢的法國人，在與當地官
方機關聯繫下，考慮提供巴士服務，讓想離開的法國人及配偶、子女離開武漢市。

（譯者：林治平）1090125

3.心得/評論：

完了，蒸的丸子

川普投顧前一秒稱讚，後一秒撤僑

滿手股票留過年的是不是要哇的一聲哭出來惹

--
<span class=""f2"">",[],1000
19,Stock,新聞,Su22 (裝配匠),[新聞] 專家：武漢肺炎對中國經濟衝擊甚於貿易戰,2020-01-25 23:20:37,https://www.ptt.cc/bbs/Stock/M.1579965639.A.9F8.html,"1.原文連結：
<span class=""f2"">※過長無法點擊者必須縮網址
</span><a href=""https://www.epochtimes.com/b5/20/1/25/n11819799.htm"" rel=""noreferrer noopener nofollow"" target=""_blank"">https://www.epochtimes.com/b5/20/1/25/n11819799.htm</a>

2.原文內容：
專家：武漢肺炎對中國經濟衝擊甚於貿易戰

武漢新型肺炎在大陸各地蔓延，有美國經濟學者表示，武漢肺炎對於中國是比美國加徵關
稅更嚴峻的挑戰。

截至25日10:30，中國確診1330例，死亡41例。疑似1965例。治愈38例。目前中國僅西藏
未傳疫情、湖北15市封城、多省市啟動公衛事件1級響應。武漢新型肺炎也向海外蔓延，
目前台灣、泰國、新加坡、越南、韓國、日本、美國、尼泊爾、法國都出現確診病例。英
國、意大利、芬蘭、菲律賓出現疑似病例。世界衛生組織（WHO）警告，引發疫情的新型
冠狀病毒可能「持續人傳人」。

據中央社報導，花旗（Citi）全球首席經濟學家曼恩（Catherine L. Mann）近日在美國
智庫外交關係協會（CFR）世界經濟情勢座談會上表示，中國是大型封閉經濟體，代表經
濟受國內政策影響遠大於外在因子；與政治與美國加徵關稅等外在因素相比，武漢肺炎可
能構成更大挑戰。

她說，<span class=""f1 hl"">中國面臨債務問題</span>，一年多前致力去槓桿，減少金融業弱點。<span class=""f3 hl"">美中貿易戰爆發後，
</span><span class=""f3 hl"">中國為穩住經濟大局，將減少金融業弱點變成次要目標</span>。如今，<span class=""f3 hl"">武漢肺炎成為擾亂金融市
</span><span class=""f3 hl"">場的「黑天鵝」</span>。

對於大陸疫情對經濟的潛在影響，國際投行野村證券也向市場發出了警告。

據香港東網消息，野村證券發表報告說，根據以往的經驗，於2002至2003年薩斯（SARS）
期間，<span class=""f1 hl"">大陸服務業受到的打擊最大</span>。隨著中國新年假期臨近，武漢肺炎的疫情可能在未來
幾個月內惡化，目前疫情的發展仍處於早期階段，死亡率可能被低估，因為現時尚無有效
的疫苗，提醒投資者要留意對經濟和金融市場的風險。

報告表示，當年的薩斯疫情是從2002年11月開始，在2003年3至5月之間急劇惡化，受到該
病毒的影響，中國的實質經濟增長（GDP）從2003年第一季的11.1%，下降至第二季的9.1%
，下降2個百分點。當中<span class=""f3 hl"">主要受到兩大產業的拖累，包括運輸、倉儲和郵政，以及酒店和
</span><span class=""f3 hl"">餐飲服務</span>。它們的增長率分別從2003年第一季的7.7和11%，下降至2003年第二季的2.3和
7.4%。

另外，國際評級夠標準普爾也認為<span class=""f1 hl"">疫情導致大陸家庭減少支出對經濟衝擊很大</span>。而且<span class=""f3 hl"">一旦
</span><span class=""f3 hl"">避險情緒升溫及金融狀況收緊都有機會加大對經濟的衝擊</span>，包括對投資的影響。

中共官方數據顯示，2019年大陸消費支出占經濟增長的貢獻率達58%，<span class=""f3 hl"">如果消費市場大幅
</span><span class=""f3 hl"">停頓，將嚴重影響經濟增長狀況</span>。

3.心得/評論：
<span class=""f2"">※必需填寫滿20字
</span>受益的防疫概念股很多人提了
受害最大的 服務業觀光業 運輸倉儲酒店餐飲
台股中在中國有投資相關產業的公司要注意風險

--

--
<span class=""f2"">",[],1000
